numeroTarjeta,numeroCuenta,moneda,saldo
5602224084671723,IL98 1994 8425 3549 5366 744,Rupiah,0.83
670908451884054618,FR39 6556 5819 43OF GWBL PWHO W24,Rupiah,9.76
3543056645240425,GR24 2677 775K N3MB MC8O LOEY COG,Peso,5.71
3542375848026386,MK75 486D EBRV AWGA J97,Yen,7.39
3548463001892911,LU32 236S OHF7 CEVZ GFS5,Peso,4.71
5610584861844656,CZ46 2586 6406 9922 0027 2839,Euro,1.09
3574151149161797,PL95 6204 4306 9608 2954 4984 3500,Dram,6.80
3546251387946910,HR22 3348 6537 9412 3606 9,Lek,1.15
340149755024720,MC55 2686 8849 21QR UXC3 T8TB V11,Taka,1.30
630498095422087430,AD16 0655 2974 CFBN HWDB O6MF,Euro,0.07
5535458342375386,PL63 0820 7836 0620 9624 5918 6513,Koruna,5.02
3532691165281731,RS41 6903 2943 2080 8243 56,Euro,9.46
5602213557264959,DK95 4688 9266 6930 99,Sol,2.63
30577770189661,RO48 BMSJ TPQC URMA NLY8 WMM5,Ruble,0.83
6771947119913018002,LI55 9953 5APD OXYX AQVY 4,Rupiah,9.65
3540753063591890,IE09 KKKI 2364 5820 9543 30,Real,9.71
3558945814019846,IL81 7144 0761 7219 4684 404,Ruble,2.14
3570783022071000,BH76 XFFX JYJC YCTA ES8M Z5,Dollar,9.38
5602226818092175,FR32 4787 6478 20II LKWC TSMG 471,Lek,0.02
3536272726547963,CR74 8208 3972 0008 4990 0,Dollar,2.53
3587526730152898,BE70 8349 1825 5806,Rupiah,6.49
3578964208341811,TR81 3757 2S6H QGCY FHNC TOSD JM,Rupiah,7.28
201584863375911,IL32 6807 3977 8962 6999 989,Lev,5.30
3537346175279994,MR17 7030 6362 7900 7675 6523 360,Euro,8.90
3540010738977412,FO24 3309 6123 1785 21,Kuna,0.00
6759104513213819,CZ75 4367 2485 9100 5063 4831,Yuan Renminbi,8.13
3549944732756078,TR28 9239 0TRI NETO NG5U BDWC XR,Koruna,1.79
3583002338346161,CZ97 1941 0813 1480 7450 0954,Krona,7.34
5108759772349818,BA11 4403 5127 9200 2008,Rupiah,2.68
5602256107450651,SI57 9623 5613 9179 399,Rupiah,8.84
58936570537628843,FR37 4241 2028 83OD AVTK DBUG 689,Dollar,5.57
337941725086903,PT30 5280 6541 0773 9680 7482 4,Peso,8.25
3572817222393331,BE55 2354 0050 4119,Boliviano,6.97
3579934752790506,LV86 FDFP VJUQ VG4E UKLB Y,Zloty,5.10
3541441058862018,FR24 6696 9921 53OK U3TW 3T53 T08,Real,1.26
6393108784203849,SK54 7810 6445 3041 1456 8697,Peso,9.88
5010129221356599,AE38 5596 1786 3427 8823 064,Ruble,7.72
5602220633242057,IT93 K505 9661 319A XVBQ 1VBW 62R,Rupiah,6.02
56105004025052273,DK28 4900 5588 3979 39,Yuan Renminbi,0.75
3548910433816108,LI31 5363 2SKI NDMH MME8 P,Yuan Renminbi,5.83
201790616031343,KZ42 891D LCFJ 5RW6 DUIA,Euro,9.66
3547596786780305,SA29 90US NTGR O03J HAGA C64F,Dollar,5.86
3539395448378297,SK33 0680 2395 6639 2970 6743,Rupee,4.09
3550537886698801,CH94 8905 5F6J TB4F 666S O,Rupiah,2.57
3546107968053668,KW02 IRNU DEWB KJ4Q CEM1 XLI6 4M92 IA,Peso,4.92
3530135728630663,IL13 0573 9064 5779 6618 223,Yuan Renminbi,5.59
30376359587506,LB27 1112 FKRS IMFU TTD5 AXG3 J1U6,Peso,4.14
30429674047001,GB89 BGXE 2805 8739 2215 15,Dollar,7.22
30056422251799,LV13 BLHS T0JW 96AO KSRY X,Peso,7.20
5048373259110553,LT48 7971 5113 3534 5314,Peso,1.71
5007662337445711,FR89 3835 1633 41TZ 5EXX HQ5E P53,Denar,2.58
3587113096611260,FR03 1195 4566 073Q F6UH IFNV I15,Naira,0.41
6771459710362152175,TN05 0220 6653 1767 8510 3191,Euro,6.94
3568384688744735,MC73 3810 7988 37N1 N38F RRYI L71,Real,5.53
675945950345009040,RS09 8650 8501 1303 8679 11,Naira,5.43
3573965169198954,NO86 5609 0807 794,Dinar,7.56
56022215801130451,AD29 8602 5923 WH8Y AM0E ZLEE,Ruble,8.17
342936476216314,MR56 5041 5160 7707 3826 9887 867,Ruble,6.58
3560272378808340,VG75 KKZQ 7279 8163 8402 8681,Yuan Renminbi,2.30
3584702158114784,FR23 0055 3395 91IC 1FRJ FPGX 164,Euro,9.08
4917706216723516,FR81 4309 4644 54F7 UTKA USLR 631,Dollar,2.96
3541770647587359,SA55 69SN FHEF VYMD VJHC QDJ7,Ouguiya,5.47
3530559094328232,SI58 4191 4711 8875 356,Rupiah,2.25
4041379193444,FR31 6822 4983 44JS GIVJ XB0D G60,Ruble,6.06
374283217548577,PL79 4961 9081 3867 5891 3764 8960,Real,8.22
4905885563323577,PT72 6097 9744 1537 0111 1444 1,Krona,4.23
3563426832183545,DE79 1957 9550 1834 8762 02,Pound,7.72
3552154017498511,KZ78 950Q ETEO BYIH AO9W,Rupiah,8.50
3572900721332701,FR02 2484 8144 75TV DPMJ T9VT F46,Colon,2.02
6304822865869864811,AZ55 NJVF VLFR 136A 7DYK ZXCL 3JEO,Yen,8.24
3540845771287405,GI88 MFFT S5JR G5XF DYFU KYB,Euro,1.85
5010125553192750,CH09 7777 9RJ2 Y8HW 7HA6 M,Yuan Renminbi,9.31
4905854912952029014,MK44 171A GO4E F5OK A31,Rupee,8.58
4041371378381,FR60 9299 8744 02OT XCVS 3TAZ W02,Euro,1.56
3533336492588023,AE98 5996 9208 7812 9124 836,Rupiah,6.30
6393702428769098,AD37 2161 0011 MLD7 EFHO G1KR,Yen,6.24
5048379797507028,BG31 FKPY 3567 85BS SBP9 JP,Peso,8.64
6334065565178826070,FR87 7133 8162 15WV XVCA WLJX W87,Sol,9.73
5100132520794032,IL31 4249 3761 2733 6248 576,Peso,7.20
5048379654324475,KW70 PIYX A2Y4 LBBF ETRM JOJT QRBW FG,Ruble,8.78
3558678513255912,FR49 4106 0914 62VP NRMW FQOK U48,Real,3.92
344295997532727,VG40 BXBO 4576 9328 0893 1067,Naira,4.26
56022349850125177,SA43 14MA TYY1 V6KF 24RY VAL7,Escudo,6.85
6706071134409358394,MU74 ZUTE 5807 1634 2526 0199 074G LZ,Yuan Renminbi,6.18
374622287325210,CY14 2068 9787 WDFC MACS 7ALB NWR7,Rupiah,0.70
491121565850518728,FR75 6681 0657 84K6 TEJV G5OT M70,Ruble,9.57
5546653677985695,AL68 1319 5419 NRJT N7CI 2RFN NGSG,Peso,7.91
3571003978062922,CY85 0447 8559 46C8 FI6N QFKA HAZU,Ruble,5.00
3587208396801593,CR16 7981 9606 0189 3293 7,Ruble,8.53
374283310563655,GL38 4220 3847 4390 37,Sol,6.31
3549621134929657,FR17 9017 1345 10RZ ILXR N1PX M80,Peso,1.60
374288118532349,CH81 7204 24OY RQF2 ASCK S,Euro,6.76
5010126538565094,VG46 IINU 8153 6376 3197 2911,Shilling,0.82
3568700516968115,CH29 1123 7J2W GDHF PBFR Q,Zloty,1.49
30164043104130,NL81 OMXM 6459 2870 91,Yuan Renminbi,0.65
3563323882164568,IE61 DQVV 6237 4115 4059 99,Euro,2.91
3565539802058006,AD23 2199 6375 AEPQ NODY RADC,Yuan Renminbi,2.46
3535325715099445,SA24 25YV HFMU YG4C BDFA KGSZ,Tugrik,1.50
4041594872665661,LV89 JNNX 5PVT UMIL 5WNW D,Yuan Renminbi,5.03
3589175268358192,GL40 7198 6138 5844 96,Yuan Renminbi,8.65
6706208670416125,NO05 3417 1897 150,Zloty,9.74
5602239596977806,AL62 0780 1232 MHBH G74Y 81MO CB0F,Yuan Renminbi,9.01
5602240240298839,DK52 4853 7461 0826 83,Ruble,4.01
675945427184774604,GL60 9794 7261 1004 00,Peso,1.67
30261937169342,MT16 FXSR 8344 4MNG YZIU ALAC CRED 2VZ,Ruble,1.40
3542909382585819,FR39 5593 8615 880P TTSY CDYD F77,Yuan Renminbi,4.75
3544814978242353,KW86 ESXR HCAP ZLBP C23E UQLK KFYF ET,Peso,1.56
3573738316342647,GR94 5974 039K ITAQ H7WS L3KP CC5,Sol,0.85
4913189650315913,LI33 8483 058J 76OQ IW5R C,Gourde,1.11
3531330865651486,MC60 4943 5134 54G3 NLG0 ZXK7 877,Ruble,6.10
06041335326216494,FR26 7101 9461 60JW X6ZR U6PV 788,Hryvnia,1.12
4508614785574986,IT51 V925 2713 428S 4TUL ZPYA PHI,Ruble,4.99
6763672727760324,DK02 5640 9714 6372 90,Yuan Renminbi,7.29
3569532547672211,FR72 5698 4350 07NG OIFH JUY5 E89,Yuan Renminbi,4.86
5610658211347618,GB98 VLZE 1556 9174 5195 25,Koruna,4.58
060400478459022628,GI68 TVMC IU2U BMPK BJYU XHJ,Yuan Renminbi,7.48
3529606890121767,BA11 8215 3429 0503 8401,Rupiah,6.43
3580751776850869,KW20 WFTB ICOO U89Q 9DG1 MWGT C30Q OK,Dollar,6.28
3542077859416924,LT28 1739 1719 2441 2856,Zloty,10.00
30057645681648,IE48 UKYU 6053 7913 2174 82,Yuan Renminbi,4.03
3545357478155666,ES35 6315 6998 7563 8314 9624,Rial,9.29
3531037970287557,SA11 58F0 NSDA MXI7 TPYX YAPG,Yuan Renminbi,4.89
3575666422406659,GL52 2679 1502 0117 11,Krone,8.70
5010121679983222,NO97 2412 6919 747,Rupiah,7.80
374288132238139,FR05 8313 4579 82LF EBS7 SMAY W58,Dollar,5.06
4041593618564,SI95 3476 2875 7201 088,Dollar,4.23
3568260815086291,PS75 AVZK LPK6 NDLN VISJ O9KL FOOG Y,Yuan Renminbi,8.63
3582190692623324,AZ73 XHWP GRXQ YMOA 1KRF CVKP QFC6,Yen,3.53
5107427212198564,DK23 8735 4159 2476 30,Peso,9.91
67633105745565417,LT23 2290 0095 3915 0554,Peso,9.15
5100147404448133,CH76 6446 2W8Y SVQY FRQJ 1,Ruble,5.72
3530956506378682,HU81 7437 6575 7657 9378 0606 7500,Peso,4.37
374288787203354,MU49 FUOU 6051 2676 5098 6123 962N HE,Ringgit,1.15
676281778163084906,RS09 7096 4501 1148 3560 28,Real,4.30
676131904212413902,AT76 3076 9642 1256 0055,Yuan Renminbi,5.38
6304328683378470,FR29 5653 2618 2036 YZIE 104Y R89,Sol,9.97
0604252756339176084,CZ07 1902 1193 8897 5986 3283,Yuan Renminbi,4.60
4041591168732452,NO12 0102 0503 456,Real,1.06
3552176326005703,LB06 5982 RCNZ CVO3 KLAE FFRT UYZ8,Rupee,6.03
3575927351344638,GR31 5136 446Y G9OC NZXQ WD7H PHD,Krona,9.90
3534362700302238,KZ69 537T CGEI STBA 83FA,Ruble,6.66
630429727198547833,HR31 7733 4013 2870 1597 4,Lek,4.49
3576009973337123,GB97 HNPL 2741 0085 0912 48,Peso,4.59
30163001476282,LV59 KZPO ASN1 QORK IOZB C,Dollar,7.84
3535006842044112,FR03 2919 4062 424U CP87 NJVE N77,Naira,7.74
201782546769910,SM48 P364 0643 975L EWQK SMXJ AAB,Yuan Renminbi,1.60
3555864840439717,FR80 5160 7849 57RP 4OGQ MAS2 F57,Yuan Renminbi,3.11
3555259170293414,MD10 ZP7U VY4O U9G1 WG5L F2UJ,Yuan Renminbi,2.35
5358689503112077,LT85 5349 5984 5020 5069,Pound,6.16
5602257475229966,HR42 4321 9523 8723 7724 2,Rupiah,9.89
56022194351505786,FR27 0584 7687 99IG ALXQ 025C V62,Lev,9.69
6371149832674678,ES56 2474 1645 9467 3951 4709,Peso,3.53
3553180684137537,MC56 1440 6500 79KO 18NL ZWSX H84,Rupiah,8.78
3542400342508497,FR77 4174 7184 953C PX4C 0XHW B68,Yuan Renminbi,8.86
3581188779181621,MR03 9306 0743 5004 8488 0566 275,Rupiah,2.46
670960278890938574,SI66 9519 7447 3144 810,Naira,1.69
3558622794847740,LT30 9673 6702 9442 3273,Ruble,6.04
3576598851814260,AL98 3752 5654 BYMW ZMUC CLHS NX8I,Krona,1.00
3537730276524400,PT38 3276 6543 7441 8592 1851 8,Rupiah,3.35
3578579106725319,AT40 6292 3087 8667 5884,Peso,0.98
3583920610274258,SK53 5079 5716 9574 2767 4091,Peso,3.13
5602236404526858,NO20 5544 8876 271,Peso,5.79
5490459338557865,SM72 P647 2625 427T KUGA NIP5 OMY,Peso,3.88
4175000814935541,MD33 XTXX DMML AXS3 DQPR NOVG,Yuan Renminbi,4.70
5108751617542277,FR59 5204 8839 89TJ ZBGI 6LNL S38,Peso,4.27
4041594603656,FR13 2867 8679 18JC OSO0 UWO1 E98,Peso,2.78
501888306762215742,SM96 F510 6632 434X OYAV ZVX2 OZZ,Naira,0.15
3587843590806228,GL39 2768 5175 0199 63,Dollar,3.21
3564658053634488,DK15 8169 9871 3470 03,Rupiah,9.06
3551601170093126,VG95 YFEC 7491 4155 7116 9805,Manat,4.11
5020151863971574,AL27 2040 8908 1FJK X2JW T2US QRBB,Tenge,0.55
5641823855445531,PL37 8619 8862 0163 8789 0483 2613,Ruble,9.54
4026022153994989,BR52 9342 7578 4762 4009 2534 892F P,Euro,1.47
5482560076111581,MC25 6476 9586 43OR PMJC 9K60 U28,Real,9.04
6304308811803359,LU66 265U 4P6E GPGJ 0FMR,Dollar,10.00
3564785034757631,FR44 3431 6654 44XI 8M0C NTF5 019,Real,5.58
4175002380286796,BG75 SNXK 2982 32TT 4D4C J1,Yuan Renminbi,3.70
30437047423403,PS69 LZEI S4IU PPK3 8EDY 3MV8 QZKV Q,Peso,4.04
5438614704355931,FO57 9330 0658 7920 97,Yuan Renminbi,6.21
5602240309466624,AD19 2708 2571 S9D0 JAVC ILCZ,Real,5.33
4175002905118193,RS27 3718 2328 5551 3277 52,Rupiah,0.88
3573546369756039,AL22 6641 3828 GOME N7TT O143 W1JG,Peso,1.54
3559909889212016,BE22 8868 6671 9190,Yuan Renminbi,5.96
30194515238835,FR22 3937 7392 03TY JL1B GDVD T85,Peso,0.37
3580652132073602,MU83 DJAC 8827 8809 2316 2065 890U WA,Bolivar,8.26
3543670301515761,ES76 3725 1263 5280 5258 1768,Yuan Renminbi,3.06
3556258141977757,SE48 8472 1059 5862 7163 4857,Zloty,2.97
201632351961682,PL12 4227 5909 5281 0782 9990 2173,Afghani,4.53
3585156600084567,ES98 7215 8541 1190 0151 6604,Hryvnia,7.76
633110494636691792,FR55 3435 1962 06CV NVCN C1GD 621,Yuan Renminbi,0.95
5002358014910763,FR79 7985 8488 79AR JOJA YGKL C88,Euro,4.72
4917843230412790,IS89 5410 1914 6759 8503 4334 21,Dong,7.61
3580305459095381,EE13 0643 0819 7910 1293,Franc,6.68
3572291474847412,SI11 8854 6991 2704 795,Franc,8.38
3588489132827782,GI16 QMFN VLSD ONGW JREC UBW,Rupiah,3.73
4026892620790628,AT30 6902 4946 9751 7871,Peso,7.21
3546492252333772,DO43 DNMM 6340 6866 6096 0196 7640,Manat,3.54
3570062136910860,MT72 HZQZ 6611 50TG B7NF 0WCS V7IR R16,Kuna,2.33
6759563983638973942,AE96 1023 6195 4432 2867 365,Real,5.05
3543181669039337,NL16 KPKM 7864 1547 44,Rupiah,0.77
4812942586268,AD09 5199 6639 WJTU UYFI DYWA,Yuan Renminbi,1.03
5893812354747754952,LI07 8574 4PZX 8NKV UL9L 3,Baht,2.42
4405314032138123,IE03 HWHX 5546 1779 4498 81,Rupiah,8.87
201940376725481,LU93 642R BTAW 5LVG RHXW,Dollar,4.82
5513386123945356,MC38 3644 8576 61W0 6O7B OBNV I04,Euro,0.85
3551655829733946,VG77 ONBZ 9641 8307 5252 1125,Dollar,1.16
3585178847005528,PS06 TBYQ 87MC BLRK ALPD 007A 8OUB X,Rupiah,3.22
67638950320724953,FR70 7882 6094 38YR 3E2C MICL T83,Yuan Renminbi,1.24
3567478095692759,FR95 5916 5811 442X RU4L G7HV V56,Peso,5.03
3558321303854723,GI51 IQDZ E1UA X7IC EVCR JAI,Koruna,6.44
5602254850847314,RS40 2433 2697 4636 8919 03,Quetzal,7.62
4017950115531518,BE46 0480 9437 9318,Euro,6.09
3561072409357179,AE40 2936 6563 1096 6808 060,Yen,7.87
3589048206807515,LU02 264F 7NQI PEFK ODDM,Krona,2.55
3530920680135052,CY98 4113 2207 KMPQ Q5FO DNTR HVLO,Lek,7.98
630402905919178150,FR67 2697 7658 556Q 8O0N 9HBI S63,Tenge,3.50
5602223434880869,CR57 8342 6641 0847 2220 2,Yuan Renminbi,5.10
201635836178913,GR95 4367 477O SZ0U BJUC DALN UZJ,Krona,6.95
4508042833866990,MR86 1325 3089 6570 1874 5735 246,Dollar,9.62
3567926177703928,HU65 9123 9540 1224 6790 0402 5074,Euro,1.09
5610284548848101,AZ59 SDFI NW5V X9M9 FAQI N942 P01X,Euro,8.40
3568804929044595,AD07 4601 3316 YOME MVKB XNXH,Yuan Renminbi,4.26
060452566323972833,ME98 4308 2734 1846 0587 51,Dollar,7.93
5280286608511551,FR39 8357 1588 8741 VW5B 7C2F B04,Euro,0.29
4175009583563103,FR87 6061 8099 80UY ZRX9 490W T95,Ruble,5.69
3546747647131235,FR47 6042 1936 90WG XAIX 6QCJ C00,Sol,1.51
3570385054470850,FR33 4969 4656 63YL 1JBV DSLA D92,Yuan Renminbi,4.20
3565750046815925,NO49 8801 7354 995,Yuan Renminbi,1.64
30085593582690,BA91 2848 7371 3822 6939,Yuan Renminbi,0.19
3576884273496047,TR45 8981 9OLX WJS9 TJBP DEH3 AK,Krona,8.49
5100137312033986,MU69 CRKD 0267 5645 7420 9633 711Z FA,Baht,4.62
3574913269641001,GR04 7069 408C Y54E 28H2 BN7S MPO,Zloty,6.01
3557705839807133,FR60 4602 5561 288F 0F3P HNVS N34,Rupiah,6.83
4023400350088966,FI19 1049 7691 2756 63,Euro,3.36
5038039701468164036,FR24 0571 1775 63AL M4UB MREC S78,Won,6.07
3577890725631510,FR77 9366 1101 71OV VAXD WNRN U68,Koruna,4.26
3564384108791302,AZ65 LGVT Y6OA 3F49 VY4B W6UC GOSN,Koruna,2.96
5007661988182532,FR03 3874 7108 28RS XZNX QAUC A98,Koruna,5.32
3561773974879139,MT75 EQMP 2570 0ECM XLY5 19XV INAN IAQ,Euro,1.73
3535821797588354,DE47 1184 4454 6903 9969 29,Won,7.26
4405891637148557,GE36 MP51 4278 6706 7126 87,Euro,7.44
5048371664955547,PT20 7152 8572 0032 2702 5810 0,Yuan Renminbi,7.10
5002358834866799,FR24 3328 0914 65O0 HLJQ YBF8 R64,Yuan Renminbi,6.78
337941064987810,HR40 9517 0796 4002 9500 5,Rial,8.46
3540151128471622,GT95 QKYN JZKG BJ3F IYNR ZK8U PPQN,Dinar,3.56
3555123241719825,LT88 8070 1258 0342 8014,Dinar,0.59
3572369074488587,EE46 2155 4637 8453 8363,Yuan Renminbi,2.24
6762347443630751,RO69 JDRD HGGH N3G2 SRUO UTAI,Rupiah,8.52
3542749657288826,SI24 3841 7746 0165 087,Peso,0.38
5602248559221948552,NL42 ZBCE 8412 3042 08,Euro,2.11
3547209993672162,GE20 AX27 8539 9323 0269 04,Yuan Renminbi,1.46
060443512927742935,MR90 5284 3989 0549 8882 8698 930,Lek,7.02
201860243617853,FR59 9135 0712 77OR GDNB HAHV X85,Denar,2.84
3556826550386791,AZ71 ZBUM C7PZ LRU1 OMJD YKM8 AEYV,Zloty,0.59
3548146220495653,FR20 1839 0345 38ZJ 85AA TSNK B32,Cordoba,5.82
3571195917462955,MT72 TGCJ 9597 2XNZ WV3N BASC WKLA 1VL,Krona,3.33
30162044982272,GT43 F0JR BKVD ZVA1 LF7D 9AIU YSVF,Euro,1.68
3555180953927459,PT06 2570 4832 2597 8956 1660 4,Franc,3.88
3567086717307027,DK29 0025 6782 8574 37,Balboa,0.05
3581967215843815,BR27 8300 4361 8437 9435 6280 901Y 2,Leone,4.51
3577754930428791,MC57 4268 0433 11AX WWPH 2ROJ Q90,Peso,5.43
6334884691553963053,GB86 ODYG 2421 2089 5884 47,Gourde,7.81
56022527482642756,CR07 5060 6159 8736 2744 6,Koruna,6.65
4041599006491,LV83 UUQK YADV JWYT JGOB J,Naira,1.73
677142270442424290,PL40 3524 5484 1081 8707 7529 6928,Dollar,3.55
3567151641182050,BG96 CTXW 7010 336C QQAZ GU,Koruna,2.13
3553639755839198,CR27 3566 6079 2635 0291 3,Dollar,5.49
3567561810461970,SM60 Z693 1729 7185 TSXK 4TOF GDT,Denar,7.78
3577133678073962,IL52 5298 8565 6742 7882 226,Dollar,7.92
4844655655977455,LB43 2885 6NZB EMPM R8AN HBM5 HJ3R,Euro,6.24
5402279712209330,RS67 6826 6596 8524 1385 88,Euro,2.90
490346489987992592,SA31 11KH 7NCJ HNGM I8KD BMSM,Peso,6.79
3554144780069365,AE86 2715 5002 3322 3333 556,Rial,0.08
3570917915432206,CZ23 9569 2472 5850 7916 4789,Won,2.53
201705283192814,DK53 8155 6575 8057 61,Birr,4.86
503849451347573373,LT81 3091 3039 3922 5434,Ruble,0.85
30057650863214,IL41 8704 4700 0289 5995 297,Shilling,2.63
56022575875422583,ME81 0097 5639 0535 7307 14,Peso,0.57
5018967951867257,IS96 6493 7159 6600 1685 4997 02,Yuan Renminbi,2.89
3569802300888522,PS10 VOYC FLSK 7S0D 3RDE ZWJD TZHN O,Dong,4.15
3587964212555520,PT86 2224 9223 9986 6008 5491 7,Euro,9.94
3532331179257696,LU04 9877 CFMN R1QY SZSD,Peso,8.11
633315566983604867,FI45 8591 0690 8544 65,Dollar,0.97
4508569597733412,PS91 DELG Y19F XJKJ Y6ZZ X2RR ZYYI 0,Real,4.89
3580519134343996,AL49 8335 2836 P6JH 2SMY 8HFR 7CZP,Dong,9.22
3564906183673870,FR02 8535 5633 92SY E04E IEGM U72,Euro,2.47
3542772622004250,DK10 6865 8612 9390 03,Ruble,4.00
5519691947560859,SM93 D655 0966 367V 31J4 8M3T S54,Euro,3.67
3530229261975856,FR62 4002 4541 59NN ADHM XNMW M80,Balboa,5.96
6333404006164132514,HR22 9902 0722 9505 0468 5,Ruble,7.15
4017951737162,FR90 2701 6361 5850 L7CI 4C1V L71,Pound,9.61
4175001823670921,SA49 82PU 03UG BSL7 W5ZB AJ6Q,Koruna,4.16
3528049677399317,GE65 UM38 1813 4480 1604 77,Euro,6.17
3572201522673942,MU48 PEHG 1052 3158 7295 6982 714C LW,Tenge,8.20
6759097200673453,BR12 4649 8673 4431 0801 2046 296Q Z,Yuan Renminbi,0.45
6706918376766459508,MU45 WCPT 8213 9625 2810 1575 915X HD,Yuan Renminbi,0.43
6370973990839281,FR64 8799 0826 51IE CY4V SKAZ X18,Yuan Renminbi,2.22
6304606605281500755,ME80 1552 0364 4564 2523 49,Dollar,1.73
503874587617003100,AZ53 VUOG 9RRW QZ5K TWRJ WUTM 1WOR,Rupiah,9.60
3559954652443968,MR31 5966 8031 8706 1049 4281 453,Euro,2.08
5556967204178187,FR61 1453 0830 20RN ISV7 SBKQ A58,Hryvnia,3.77
4917141973941749,FR21 5503 7441 85NT 5D3R D1ZJ L66,Dollar,4.38
6333745502907624,AE38 9105 1674 5724 6152 283,Rand,4.86
3547181200200873,FO84 7159 8970 7268 19,Euro,9.40
3559801467839791,AZ56 KEWS DNID SPU0 KO1S SC7R AGRR,Rupiah,6.31
3584106247698551,BE46 2382 8831 9411,Ringgit,0.42
3568557304223735,FR90 6438 2183 561K TTDO I0A7 P56,Rupiah,7.94
3541240616447183,SE02 0911 4748 7784 1878 1480,Rupiah,2.35
3579223632516798,AT47 1101 3454 7325 6808,Rupiah,3.53
3589914631478265,ES39 6345 5266 7620 3254 0870,Rupiah,9.06
67092923907192604,SI86 2017 6034 6877 281,Peso,5.04
6304119442799738,GT70 KVOO QSGT 4UXQ A4SH SBZM NV7A,Euro,3.81
5602228835584994,LI66 5217 0AXL QPXQ ZVPJ Y,Rupiah,9.27
67632208776441481,SI37 3250 8147 3642 330,Ruble,8.19
5365621121752613,IS78 0615 0051 9425 0715 8881 14,Peso,2.27
347254736465449,CR33 4500 7865 4909 2236 5,Shilling,3.19
3571334529849578,LT86 7577 1139 8387 2623,Yuan Renminbi,9.73
3576612676746795,IE54 MAPX 1654 9121 4946 23,Ruble,6.82
30524794779911,DO26 NH1Q 5037 7841 6131 2152 2635,Yuan Renminbi,0.98
4840417908550,FI22 8767 2586 8274 61,Euro,3.67
67631151202504293,VG61 SXIC 6380 4658 9351 7081,Zloty,8.42
3581641997014982,PK15 GRRX GWR0 GKN9 DAXQ 1SRS,Shilling,7.81
3539654305961649,CH31 7600 0SB4 NZN9 STHS 2,Sol,0.98
5100176735382240,PS74 KACU LFA5 5QQC ZFT0 QZO4 PG2H C,Euro,8.82
201411877746418,VG96 SOQI 2702 5609 3357 3297,Lev,0.09
5406064364433503,FR11 5034 1939 38GW EMEO ITTQ N12,Peso,6.50
5100131325595404,BG76 LIQS 2466 32CK H2EQ NX,Leone,2.85
3574857491112168,FR29 0682 3348 26OV YYFZ LOVB S16,Rupiah,4.44
633461688271348007,VG18 LACY 4252 7603 8774 1819,Yuan Renminbi,1.56
5610041781422501,LT70 2403 8597 2595 1320,Krona,2.69
374283315047639,GB77 YIRJ 6852 8945 2106 01,Dram,2.01
3529613143710404,FR57 4293 9256 74ZT O4QQ 6DNC U92,Tala,2.31
5100173638785900,TN10 7247 2962 8525 4087 6806,Yuan Renminbi,9.71
30442670944964,FR70 5170 0396 65PF ECGP PLYI S82,Yuan Renminbi,7.62
3572937073423498,FR23 0444 9684 34YU FI76 QXTX E76,Rupee,5.80
3549700526018954,NO42 3391 1609 206,Hryvnia,9.46
670916004647473094,ME87 9169 2017 3302 7791 65,Yuan Renminbi,5.09
4405482085379819,LV20 EQRQ M1GY DSXA MS8Z S,Euro,4.53
373628433378921,PT77 2808 4448 7170 3604 3734 6,Rupiah,8.94
337941521713536,MR44 7615 1345 0869 0995 9137 624,Sol,6.87
4844318359492269,RO52 QRDP YLMD TNMT 17LP AZVG,Yuan Renminbi,2.81
3534909168329861,AD49 6146 7039 DPTV VYEJ LB17,Afghani,4.32
30355881941118,BG61 SFJE 9339 24ZC WQ7H OJ,Zloty,0.73
201632726807750,FI70 4685 9410 4170 22,Real,6.00
3548932969209193,SI30 8043 6800 4645 273,Dollar,6.89
374622958941501,AL40 5475 0370 SYVM UVJV LK51 3OAQ,Rupiah,5.29
3557965553446688,DE55 9889 4576 9752 2867 46,Dollar,3.48
5602216564908666,FO44 3204 2646 6588 80,Yuan Renminbi,7.43
3565670747917244,DE45 6670 4019 9220 3066 45,Denar,3.75
3587349346560655,DO45 YWFZ 4183 6621 1880 2502 8958,Peso,0.62
3547156940609963,EE45 4515 1488 7976 5989,Rupiah,7.89
633110066238450734,FO15 8226 7544 9896 63,Euro,6.46
3557720479686135,FR51 8663 0944 846U F58Q FBG1 M94,Hryvnia,9.71
201969445513537,FR43 2346 9940 75IO COWX BQW3 P44,Dinar,1.92
6331106541461465,LU38 046A KBHS A1OY ARQF,Peso,7.89
201720540244456,SK02 4310 5258 0247 0020 8405,Rupiah,6.00
3570133598923442,NO31 3121 0909 214,Euro,6.01
3545242004664847,CY93 9923 4650 YEBV OTER RNWR TFOP,Zloty,8.96
6389576645461127,FO69 4618 7919 6651 20,Euro,1.56
3569298768806991,AD39 3835 7160 X3S5 0OO2 HO3K,Rupiah,5.04
3533587599874167,VG23 ROTT 4166 1709 7733 1557,Yuan Renminbi,3.09
6759590501736060,BR94 1089 4211 3885 0338 5876 560T F,Rupiah,1.35
6304009081572094036,FR84 1041 3135 96SE EHSR LLB6 F36,Rupiah,1.37
4754905532592,GT93 IFFQ BFYO OORW IETZ PETL DJLT,Zloty,7.27
374083225584428,IS66 6955 7570 6972 8904 0317 52,Hryvnia,5.64
